
item=Dwarf remains, id=0, option=[null, null, null, null, Destroy]
item=Clue scroll, id=2699, option=[Read, null, null, null, drop]
item=Clue scroll, id=2700, option=[Read, null, null, null, drop]
item=Clue scroll, id=2701, option=[Read, null, null, null, drop]
item=Clue scroll, id=2702, option=[Read, null, null, null, drop]
item=Clue scroll, id=2703, option=[Read, null, null, null, drop]
item=Clue scroll, id=2704, option=[Read, null, null, null, drop]
item=Clue scroll, id=2705, option=[Read, null, null, null, drop]
item=Clue scroll, id=2706, option=[Read, null, null, null, drop]
item=Clue scroll, id=2707, option=[Read, null, null, null, drop]
item=Clue scroll, id=2708, option=[Read, null, null, null, drop]
item=Clue scroll, id=2709, option=[Read, null, null, null, drop]
item=Clue scroll, id=2710, option=[Read, null, null, null, drop]
item=Clue scroll, id=2711, option=[Read, null, null, null, drop]
item=Clue scroll, id=2712, option=[Read, null, null, null, drop]
item=Clue scroll, id=2713, option=[Read, null, null, null, drop]
item=Casket, id=2714, option=[Open, null, null, null, drop]
item=Casket, id=2715, option=[Open, null, null, null, drop]
item=Clue scroll, id=2716, option=[Read, null, null, null, drop]
item=Casket, id=2717, option=[Open, null, null, null, drop]
item=Casket, id=2718, option=[Open, null, null, null, drop]
item=Clue scroll, id=2719, option=[Read, null, null, null, drop]
item=Casket, id=2720, option=[Open, null, null, null, drop]
item=Casket, id=2721, option=[Open, null, null, null, drop]
item=Clue scroll, id=2722, option=[Read, null, null, null, drop]
item=Clue scroll, id=2723, option=[Read, null, null, null, drop]
item=Casket, id=2724, option=[Open, null, null, null, drop]
item=Clue scroll, id=2725, option=[Read, null, null, null, drop]
item=Casket, id=2726, option=[Open, null, null, null, drop]
item=Clue scroll, id=2727, option=[Read, null, null, null, drop]
item=Casket, id=2728, option=[Open, null, null, null, drop]
item=Clue scroll, id=2729, option=[Read, null, null, null, drop]
item=Casket, id=2730, option=[Open, null, null, null, drop]
item=Clue scroll, id=2731, option=[Read, null, null, null, drop]
item=Casket, id=2732, option=[Open, null, null, null, drop]
item=Clue scroll, id=2733, option=[Read, null, null, null, drop]
item=Casket, id=2734, option=[Open, null, null, null, drop]
item=Clue scroll, id=2735, option=[Read, null, null, null, drop]
item=Casket, id=2736, option=[Open, null, null, null, drop]
item=Clue scroll, id=2737, option=[Read, null, null, null, drop]
item=Casket, id=2738, option=[Open, null, null, null, drop]
item=Clue scroll, id=2739, option=[Read, null, null, null, drop]
item=Casket, id=2740, option=[Open, null, null, null, drop]
item=Clue scroll, id=2741, option=[Read, null, null, null, drop]
item=Casket, id=2742, option=[Open, null, null, null, drop]
item=Clue scroll, id=2743, option=[Read, null, null, null, drop]
item=Casket, id=2744, option=[Open, null, null, null, drop]
item=Clue scroll, id=2745, option=[Read, null, null, null, drop]
item=Casket, id=2746, option=[Open, null, null, null, drop]
item=Clue scroll, id=2747, option=[Read, null, null, null, drop]
item=Casket, id=2748, option=[Open, null, null, null, drop]
item=Sliding piece, id=2749, option=[null, null, null, null, Move]
item=Sliding piece, id=2750, option=[null, null, null, null, Move]
item=Sliding piece, id=2751, option=[null, null, null, null, Move]
item=Sliding piece, id=2752, option=[null, null, null, null, Move]
item=Sliding piece, id=2753, option=[null, null, null, null, Move]
item=Sliding piece, id=2754, option=[null, null, null, null, Move]
item=Sliding piece, id=2755, option=[null, null, null, null, Move]
item=Sliding piece, id=2756, option=[null, null, null, null, Move]
item=Sliding piece, id=2757, option=[null, null, null, null, Move]
item=Sliding piece, id=2758, option=[null, null, null, null, Move]
item=Sliding piece, id=2759, option=[null, null, null, null, Move]
item=Sliding piece, id=2760, option=[null, null, null, null, Move]
item=Sliding piece, id=2761, option=[null, null, null, null, Move]
item=Sliding piece, id=2762, option=[null, null, null, null, Move]
item=Sliding piece, id=2763, option=[null, null, null, null, Move]
item=Sliding piece, id=2764, option=[null, null, null, null, Move]
item=Sliding piece, id=2765, option=[null, null, null, null, Move]
item=Sliding piece, id=2766, option=[null, null, null, null, Move]
item=Sliding piece, id=2767, option=[null, null, null, null, Move]
item=Sliding piece, id=2768, option=[null, null, null, null, Move]
item=Sliding piece, id=2769, option=[null, null, null, null, Move]
item=Sliding piece, id=2770, option=[null, null, null, null, Move]
item=Sliding piece, id=2771, option=[null, null, null, null, Move]
item=Sliding piece, id=2772, option=[null, null, null, null, Move]
item=Clue scroll, id=2773, option=[Read, null, null, null, drop]
item=Clue scroll, id=2774, option=[Read, null, null, null, drop]
item=Casket, id=2775, option=[Open, null, null, null, drop]
item=Clue scroll, id=2776, option=[Read, null, null, null, drop]
item=Casket, id=2777, option=[Open, null, null, null, drop]
item=Clue scroll, id=2778, option=[Read, null, null, null, drop]
item=Casket, id=2779, option=[Open, null, null, null, drop]
item=Clue scroll, id=2780, option=[Read, null, null, null, drop]
item=Casket, id=2781, option=[Open, null, null, null, drop]
item=Clue scroll, id=2782, option=[Read, null, null, null, drop]
item=Clue scroll, id=2783, option=[Read, null, null, null, drop]
item=Casket, id=2784, option=[Open, null, null, null, drop]
item=Clue scroll, id=2785, option=[Read, null, null, null, drop]
item=Clue scroll, id=2786, option=[Read, null, null, null, drop]
item=Casket, id=2787, option=[Open, null, null, null, drop]
item=Clue scroll, id=2788, option=[Read, null, null, null, drop]
item=Casket, id=2789, option=[Open, null, null, null, drop]
item=Clue scroll, id=2790, option=[Read, null, null, null, drop]
item=Casket, id=2791, option=[Open, null, null, null, drop]
item=Clue scroll, id=2792, option=[Read, null, null, null, drop]
item=Clue scroll, id=2793, option=[Read, null, null, null, drop]
item=Clue scroll, id=2794, option=[Read, null, null, null, drop]
item=Puzzle box, id=2795, option=[Open, null, null, null, drop]
item=Clue scroll, id=2796, option=[Read, null, null, null, drop]
item=Clue scroll, id=2797, option=[Read, null, null, null, drop]
item=Puzzle box, id=2798, option=[Open, null, null, null, drop]
item=Clue scroll, id=2799, option=[Read, null, null, null, drop]
item=Puzzle box, id=2800, option=[Open, null, null, null, drop]
item=Clue scroll, id=2801, option=[Read, null, null, null, drop]
item=Casket, id=2802, option=[Open, null, null, null, drop]
item=Clue scroll, id=2803, option=[Read, null, null, null, drop]
item=Casket, id=2804, option=[Open, null, null, null, drop]
item=Clue scroll, id=2805, option=[Read, null, null, null, drop]
item=Casket, id=2806, option=[Open, null, null, null, drop]
item=Clue scroll, id=2807, option=[Read, null, null, null, drop]
item=Casket, id=2808, option=[Open, null, null, null, drop]
item=Clue scroll, id=2809, option=[Read, null, null, null, drop]
item=Casket, id=2810, option=[Open, null, null, null, drop]
item=Clue scroll, id=2811, option=[Read, null, null, null, drop]
item=Casket, id=2812, option=[Open, null, null, null, drop]
item=Clue scroll, id=2813, option=[Read, null, null, null, drop]
item=Casket, id=2814, option=[Open, null, null, null, drop]
item=Clue scroll, id=2815, option=[Read, null, null, null, drop]
item=Casket, id=2816, option=[Open, null, null, null, drop]
item=Clue scroll, id=2817, option=[Read, null, null, null, drop]
item=Casket, id=2818, option=[Open, null, null, null, drop]
item=Clue scroll, id=2819, option=[Read, null, null, null, drop]
item=Casket, id=2820, option=[Open, null, null, null, drop]
item=Clue scroll, id=2821, option=[Read, null, null, null, drop]
item=Casket, id=2822, option=[Open, null, null, null, drop]
item=Clue scroll, id=2823, option=[Read, null, null, null, drop]
item=Casket, id=2824, option=[Open, null, null, null, drop]
item=Clue scroll, id=2825, option=[Read, null, null, null, drop]
item=Casket, id=2826, option=[Open, null, null, null, drop]
item=Clue scroll, id=2827, option=[Read, null, null, null, drop]
item=Casket, id=2828, option=[Open, null, null, null, drop]
item=Clue scroll, id=2829, option=[Read, null, null, null, drop]
item=Casket, id=2830, option=[Open, null, null, null, drop]
item=Clue scroll, id=2831, option=[Read, null, null, null, drop]
item=Key, id=2832, option=[null, null, null, null, drop]
item=Clue scroll, id=2833, option=[Read, null, null, null, drop]
item=Key, id=2834, option=[null, null, null, null, drop]
item=Clue scroll, id=2835, option=[Read, null, null, null, drop]
item=Key, id=2836, option=[null, null, null, null, drop]
item=Clue scroll, id=2837, option=[Read, null, null, null, drop]
item=Key, id=2838, option=[null, null, null, null, drop]
item=Clue scroll, id=2839, option=[Read, null, null, null, drop]
item=Key, id=2840, option=[null, null, null, null, drop]
item=Clue scroll, id=2841, option=[Read, null, null, null, drop]
item=Challenge scroll, id=2842, option=[Read, null, null, null, drop]
item=Clue scroll, id=2843, option=[Read, null, null, null, drop]
item=Challenge scroll, id=2844, option=[Read, null, null, null, drop]
item=Clue scroll, id=2845, option=[Read, null, null, null, drop]
item=Challenge scroll, id=2846, option=[Read, null, null, null, drop]
item=Clue scroll, id=2847, option=[Read, null, null, null, drop]
item=Clue scroll, id=2848, option=[Read, null, null, null, drop]
item=Clue scroll, id=2849, option=[Read, null, null, null, drop]
item=Challenge scroll, id=2850, option=[Read, null, null, null, drop]
item=Clue scroll, id=2851, option=[Read, null, null, null, drop]
item=Challenge scroll, id=2852, option=[Read, null, null, null, drop]
item=Clue scroll, id=2853, option=[Read, null, null, null, drop]
item=Challenge scroll, id=2854, option=[Read, null, null, null, drop]
item=Clue scroll, id=2855, option=[Read, null, null, null, drop]
item=Clue scroll, id=2856, option=[Read, null, null, null, drop]
item=Clue scroll, id=2857, option=[Read, null, null, null, drop]
item=Clue scroll, id=2858, option=[Read, null, null, null, drop]
item=Wolf bones, id=2859, option=[Bury, null, null, null, drop]
item=Wolf bones, id=2860, option=[null, null, null, null, drop]
item=Wolfbone arrowtips, id=2861, option=[null, null, null, null, drop]
item=Achey tree logs, id=2862, option=[null, null, null, null, drop]
item=Achey tree logs, id=2863, option=[null, null, null, null, drop]
item=Ogre arrow shaft, id=2864, option=[null, null, null, null, drop]
item=Flighted ogre arrow, id=2865, option=[null, null, null, null, drop]
item=Ogre arrow, id=2866, option=[null, Wield, null, null, drop]
item=null, id=2867, option=[null, null, null, null, drop]
item=null, id=2868, option=[null, null, null, null, drop]
item=null, id=2869, option=[null, null, null, null, drop]
item=null, id=2870, option=[null, null, null, null, drop]
item=Ogre bellows, id=2871, option=[null, null, null, null, drop]
item=Ogre bellows (3), id=2872, option=[null, null, null, null, drop]
item=Ogre bellows (2), id=2873, option=[null, null, null, null, drop]
item=Ogre bellows (1), id=2874, option=[null, null, null, null, drop]
item=Bloated toad, id=2875, option=[Drop, null, null, Release All, Release]
item=Raw chompy, id=2876, option=[null, null, null, null, drop]
item=Raw chompy, id=2877, option=[null, null, null, null, drop]
item=Cooked chompy, id=2878, option=[Eat, null, null, null, drop]
item=Cooked chompy, id=2879, option=[null, null, null, null, drop]
item=Ruined chompy, id=2880, option=[null, null, null, null, drop]
item=Ruined chompy, id=2881, option=[null, null, null, null, drop]
item=Seasoned chompy, id=2882, option=[null, null, null, null, drop]
item=Ogre bow, id=2883, option=[null, Wield, Check kills, null, drop]
item=null, id=2884, option=[null, null, null, null, drop]
item=Whoopsie, id=2885, option=[Wear, null, null, null, drop]
item=Battered book, id=2886, option=[Read, null, null, null, drop]
item=Battered key, id=2887, option=[null, null, null, null, drop]
item=A stone bowl, id=2888, option=[null, null, null, null, drop]
item=A stone bowl, id=2889, option=[null, null, null, null, drop]
item=Elemental shield, id=2890, option=[null, Wield, null, null, drop]
item=Elemental shield, id=2891, option=[null, null, null, null, drop]
item=Elemental ore, id=2892, option=[null, null, null, null, drop]
item=Elemental metal, id=2893, option=[null, null, null, null, drop]
item=Boots, id=2894, option=[null, Wear, null, null, drop]
item=Boots, id=2895, option=[null, null, null, null, drop]
item=Robe top, id=2896, option=[null, Wear, null, null, drop]
item=Robe top, id=2897, option=[null, null, null, null, drop]
item=Robe bottoms, id=2898, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=2899, option=[null, null, null, null, drop]
item=Hat, id=2900, option=[null, Wear, null, null, drop]
item=Hat, id=2901, option=[null, null, null, null, drop]
item=Gloves, id=2902, option=[null, Wear, null, null, drop]
item=Gloves, id=2903, option=[null, null, null, null, drop]
item=Boots, id=2904, option=[null, Wear, null, null, drop]
item=Boots, id=2905, option=[null, null, null, null, drop]
item=Robe top, id=2906, option=[null, Wear, null, null, drop]
item=Robe top, id=2907, option=[null, null, null, null, drop]
item=Robe bottoms, id=2908, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=2909, option=[null, null, null, null, drop]
item=Hat, id=2910, option=[null, Wear, null, null, drop]
item=Hat, id=2911, option=[null, null, null, null, drop]
item=Gloves, id=2912, option=[null, Wear, null, null, drop]
item=Gloves, id=2913, option=[null, null, null, null, drop]
item=Boots, id=2914, option=[null, Wear, null, null, drop]
item=Boots, id=2915, option=[null, null, null, null, drop]
item=Robe top, id=2916, option=[null, Wear, null, null, drop]
item=Robe top, id=2917, option=[null, null, null, null, drop]
item=Robe bottoms, id=2918, option=[null, Wear, null, null, drop]
item=Robe bottoms, id=2919, option=[null, null, null, null, drop]
item=Hat, id=2920, option=[null, Wear, null, null, drop]
